0.0	2.352000
0.318	2.352000
0.318	2.336000
0.635	2.336000
0.635	2.367000
0.953	2.367000
0.953	2.659000
1.306	2.659000
1.306	2.604000
1.658	2.604000
1.658	2.666000
2.011	2.666000
2.011	1.748000
2.365	1.748000
2.365	1.742000
2.719	1.742000
2.719	1.762000
3.073	1.762000
3.073	2.060000
3.392	2.060000
3.392	2.102000
3.712	2.102000
3.712	2.038000
4.031	2.038000
4.031	2.800000
4.384	2.800000
4.384	2.771000
4.737	2.771000
4.737	2.809000
5.09	2.809000
5.09	2.509000
5.408	2.509000
5.408	2.528000
5.726	2.528000
5.726	2.485000
6.044	2.485000
6.044	2.488000
6.362	2.488000
6.362	2.480000
6.68	2.480000
6.68	2.502000
6.998	2.502000
6.998	2.626000
7.318	2.626000
7.318	2.565000
7.638	2.565000
7.638	2.577000
7.958	2.577000
7.958	1.847000
8.312	1.847000
8.312	1.849000
8.666	1.849000
8.666	1.860000
9.02	1.860000
9.02	2.509000
9.337	2.509000
9.337	2.503000
9.654	2.503000
9.654	2.510000
9.971	2.510000
9.971	2.781000
10.327	2.781000
10.327	2.755000
10.683	2.755000
10.683	2.805000
11.039	2.805000
11.039	1.848000
11.357	1.848000
11.357	1.792000
11.675	1.792000
11.675	1.846000
11.993	1.846000
11.993	3.420000
12.344	3.420000
12.344	3.421000
12.697	3.421000
12.697	3.434000
13.05	3.434000
13.05	2.455000
13.403	2.455000
13.403	2.434000
13.756	2.434000
13.756	2.449000
14.109	2.449000
14.109	2.033000
14.427	2.033000
14.427	2.007000
14.745	2.007000
14.745	2.066000
15.063	2.066000
15.063	2.160000
15.381	2.160000
15.381	2.129000
15.699	2.129000
15.699	2.144000
16.017	2.144000
16.017	2.410000
16.371	2.410000
16.371	2.402000
16.725	2.402000
16.725	2.429000
17.079	2.429000
17.079	2.229000
17.432	2.229000
17.432	2.225000
17.785	2.225000
17.785	2.247000
18.138	2.247000
18.138	1.480000
18.456	1.480000
18.456	1.479000
18.774	1.479000
18.774	1.521000
19.092	1.521000
19.092	2.157000
19.448	2.157000
19.448	2.125000
19.804	2.125000
19.804	2.139000
20.16	2.139000
20.16	2.015000
20.476	2.015000
20.476	2.007000
20.792	2.007000
20.792	2.042000
21.109	2.042000
21.109	2.362000
21.462	2.362000
21.462	2.364000
21.815	2.364000
21.815	2.361000
22.168	2.361000
22.168	2.212000
22.522	2.212000
22.522	2.214000
22.876	2.214000
22.876	2.217000
23.23	2.217000
23.23	2.084000
23.548	2.084000
23.548	2.096000
23.866	2.096000
23.866	2.135000
24.184	2.135000
24.184	2.162000
24.538	2.162000
24.538	2.192000
24.892	2.192000
24.892	2.211000
25.246	2.211000
25.246	2.405000
