0.0	2.484000
0.348	2.484000
0.348	2.465000
0.695	2.465000
0.695	2.208000
1.048	2.208000
1.048	2.041000
1.401	2.041000
1.401	2.157000
1.751	2.157000
1.751	2.142000
2.103	2.142000
2.103	2.328000
2.455	2.328000
2.455	2.319000
2.806	2.319000
2.806	5.440000
3.158	5.440000
3.158	5.788000
3.51	5.788000
3.51	1.951000
3.862	1.951000
3.862	2.295000
4.211	2.295000
4.211	9.786000
4.564	9.786000
4.564	9.959000
4.917	9.959000
4.917	7.898000
5.234	7.898000
5.234	8.591000
5.551	8.591000
5.551	2.118000
5.903	2.118000
5.903	2.354000
6.25	2.354000
6.25	9.198000
6.603	9.198000
6.603	2.146000
6.955	2.146000
6.955	2.459000
7.3	2.459000
7.3	0.000000
7.3	0.000000
7.3	0.000000
7.3	0.000000
7.3	2.300000
7.652	2.300000
7.652	2.187000
8.003	2.187000
8.003	2.235000
8.313	2.235000
8.313	2.358000
8.623	2.358000
8.623	2.396000
8.936	2.396000
8.936	2.381000
9.247	2.381000
9.247	2.476000
9.598	2.476000
9.598	2.270000
9.949	2.270000
9.949	2.395000
10.265	2.395000
10.265	2.240000
10.58	2.240000
10.58	2.804000
10.926	2.804000
10.926	2.795000
11.275	2.795000
11.275	2.418000
11.591	2.418000
11.591	2.368000
11.908	2.368000
11.908	2.427000
12.257	2.427000
12.257	2.415000
12.604	2.415000
12.604	2.181000
12.956	2.181000
12.956	2.334000
13.308	2.334000
13.308	2.530000
13.658	2.530000
13.658	2.470000
14.01	2.470000
14.01	7.144000
14.361	7.144000
14.361	6.916000
14.713	6.916000
14.713	2.233000
15.064	2.233000
15.064	2.193000
15.413	2.193000
15.413	2.634000
15.765	2.634000
15.765	2.791000
16.116	2.791000
16.116	2.428000
16.467	2.428000
16.467	2.421000
16.819	2.421000
16.819	2.379000
17.171	2.379000
17.171	2.449000
17.521	2.449000
17.521	9.072000
17.874	9.072000
17.874	9.044000
18.227	9.044000
18.227	2.493000
18.534	2.493000
18.534	2.673000
18.841	2.673000
18.841	2.727000
19.188	2.727000
19.188	2.854000
19.531	2.854000
19.531	2.514000
19.882	2.514000
19.882	2.423000
20.232	2.423000
20.232	2.776000
20.583	2.776000
20.583	2.631000
20.933	2.631000
20.933	2.841000
21.245	2.841000
21.245	2.768000
21.556	2.768000
21.556	2.360000
21.873	2.360000
21.873	2.247000
22.188	2.247000
22.188	2.168000
22.54	2.168000
22.54	2.276000
22.892	2.276000
22.892	7.352000
23.243	7.352000
23.243	7.780000
23.593	7.780000
23.593	2.310000
23.943	2.310000
23.943	2.484000
24.294	2.484000
24.294	0.000000
24.294	0.000000
24.294	0.000000
24.294	0.000000
24.294	7.971000
24.645	7.971000
24.645	7.523000
24.997	7.523000
24.997	4.094000
25.349	4.094000
25.349	4.355000
25.701	4.355000
25.701	2.482000
26.052	2.482000
26.052	2.592000
26.404	2.592000
26.404	2.377000
26.755	2.377000
26.755	2.333000
27.105	2.333000
27.105	7.312000
27.456	7.312000
27.456	6.223000
27.808	6.223000
27.808	2.645000
28.159	2.645000
28.159	2.745000
28.51	2.745000
28.51	9.550000
28.861	9.550000
28.861	9.034000
29.212	9.034000
29.212	3.762000
29.533	3.762000
29.533	4.172000
29.855	4.172000
29.855	1.855000
30.207	1.855000
30.207	2.131000
30.558	2.131000
30.558	3.729000
30.91	3.729000
30.91	4.162000
31.262	4.162000
31.262	3.412000
31.615	3.412000
31.615	4.097000
31.967	4.097000
31.967	2.241000
32.318	2.241000
32.318	2.253000
32.669	2.253000
